id,predict_0,predict_1,predict_2
977,0.976199,0.0236858,0.000115086
979,0.911765,0.0880501,0.000184772
10908,0.733066,0.266775,0.000158793
12569,0.917723,0.0820988,0.000177922
6078,0.917723,0.0820988,0.000177922
18339,0.583064,0.416437,0.000499874
13799,0.976199,0.0236858,0.000115086
7193,0.917723,0.0820988,0.000177922
8243,0.913555,0.0864158,2.93709e-05
13622,0.99944,0.000554158,5.64389e-06
5885,0.983927,0.0160164,5.61211e-05
5768,0.911765,0.0880501,0.000184772
632,0.69033,0.309572,9.74543e-05
3314,0.999383,0.000609957,7.12956e-06
3664,0.776593,0.223265,0.00014186
18518,0.90913,0.0908398,3.05522e-05
7687,0.800733,0.199118,0.000148982
17889,0.820808,0.179078,0.000113784
12943,0.981002,0.0188432,0.000154634
3581,0.90913,0.0908398,3.05522e-05
13802,0.90913,0.0908398,3.05522e-05
17702,0.820808,0.179078,0.000113784
12342,0.96051,0.0390046,0.00048541
11185,0.99944,0.00055622,3.65619e-06
15675,0.90913,0.0908398,3.05522e-05
6716,0.465309,0.534528,0.000162698
17790,0.733066,0.266775,0.000158793
17791,0.897485,0.102494,2.10553e-05
6145,0.733066,0.266775,0.000158793
18237,0.820808,0.179078,0.000113784
10523,0.457899,0.542077,2.36725e-05
4356,0.820808,0.179078,0.000113784
7482,0.983642,0.0161369,0.000221322
5856,0.848441,0.151456,0.000102882
5011,0.917723,0.0820988,0.000177922
15872,0.999001,0.000998336,9.6718e-07
6609,0.820808,0.179078,0.000113784
995,0.911765,0.0880501,0.000184772
4680,0.991796,0.00818085,2.33778e-05
18327,0.776593,0.223265,0.00014186
8484,0.90913,0.0908398,3.05522e-05
16968,0.131994,0.867784,0.000222111
8305,0.733066,0.266775,0.000158793
7012,0.733066,0.266775,0.000158793
13465,0.911765,0.0880501,0.000184772
8375,0.99285,0.00714184,8.41906e-06
15629,0.820808,0.179078,0.000113784
12296,0.733066,0.266775,0.000158793
458,0.817171,0.182537,0.000292525
18124,0.911765,0.0880501,0.000184772
4430,0.97791,0.0219799,0.000110293
14443,0.820808,0.179078,0.000113784
15275,0.680811,0.319052,0.000136683
4470,0.957785,0.0421011,0.000114248
13831,0.885046,0.114868,8.5945e-05
7696,0.764555,0.23533,0.000115465
15172,0.424901,0.575034,6.51416e-05
16647,0.363357,0.636621,2.23961e-05
14209,0.622985,0.376922,9.28489e-05
18121,0.529335,0.470204,0.000460594
12144,0.733066,0.266775,0.000158793
800,0.733066,0.266775,0.000158793
13200,0.060764,0.939202,3.43419e-05
5724,0.917723,0.0820988,0.000177922
15722,0.999183,0.000773204,4.36567e-05
6660,0.690389,0.309399,0.000212482
8394,0.733066,0.266775,0.000158793
5554,0.820808,0.179078,0.000113784
10381,0.88839,0.111515,9.45452e-05
15783,0.529335,0.470204,0.000460594
10907,0.779189,0.220804,7.03293e-06
11455,0.902113,0.0978769,1.02866e-05
5992,0.911765,0.0880501,0.000184772
16564,0.917723,0.0820988,0.000177922
7933,0.922133,0.077848,1.87944e-05
16008,0.989757,0.0102029,3.97236e-05
7265,0.277791,0.722205,4.47057e-06
11095,0.733066,0.266775,0.000158793
2181,0.911765,0.0880501,0.000184772
8845,0.820808,0.179078,0.000113784
13617,0.733066,0.266775,0.000158793
17228,0.289784,0.710156,5.92693e-05
16321,0.995127,0.00486891,3.63689e-06
14851,0.791247,0.208633,0.000119496
9613,0.733066,0.266775,0.000158793
3121,0.90913,0.0908398,3.05522e-05
4840,0.244542,0.754993,0.000465051
18216,0.714822,0.28515,2.75064e-05
17113,0.678498,0.321481,2.06062e-05
4775,0.911765,0.0880501,0.000184772
14105,0.863262,0.136651,8.68261e-05
4993,0.820808,0.179078,0.000113784
8901,0.424901,0.575034,6.51416e-05
15443,0.888723,0.111234,4.27133e-05
435,0.733066,0.266775,0.000158793
4595,0.911765,0.0880501,0.000184772
14503,0.983927,0.0160164,5.61211e-05
2191,0.820808,0.179078,0.000113784
2163,0.289784,0.710156,5.92693e-05
9987,0.733066,0.266775,0.000158793
16234,0.812533,0.187255,0.00021247
3834,0.917723,0.0820988,0.000177922
13133,0.690389,0.309399,0.000212482
13909,0.817171,0.182537,0.000292525
9952,0.968234,0.0317424,2.32057e-05
3666,0.983927,0.0160164,5.61211e-05
6072,0.820808,0.179078,0.000113784
2936,0.917723,0.0820988,0.000177922
6497,0.808806,0.191156,3.80343e-05
5645,0.476512,0.521042,0.00244592
15476,0.820808,0.179078,0.000113784
8472,0.630599,0.369157,0.000244153
15687,0.618837,0.381062,0.000100734
10682,0.812605,0.187272,0.000123858
10772,0.999879,0.000120234,3.15308e-07
8156,0.911765,0.0880501,0.000184772
10436,0.787021,0.212859,0.000120658
16827,0.733066,0.266775,0.000158793
12299,0.911765,0.0880501,0.000184772
9258,0.911765,0.0880501,0.000184772
4759,0.733066,0.266775,0.000158793
8989,0.992979,0.0070081,1.31355e-05
14823,0.937848,0.0621415,1.01196e-05
17270,0.820808,0.179078,0.000113784
2005,0.88839,0.111515,9.45452e-05
15757,0.90913,0.0908398,3.05522e-05
14476,0.733066,0.266775,0.000158793
17243,0.911765,0.0880501,0.000184772
3908,0.850756,0.148891,0.000353212
781,0.911765,0.0880501,0.000184772
5398,0.817171,0.182537,0.000292525
2687,0.976199,0.0236858,0.000115086
5017,0.911765,0.0880501,0.000184772
140,0.820808,0.179078,0.000113784
14897,0.820808,0.179078,0.000113784
1487,0.820808,0.179078,0.000113784
18371,0.995266,0.0047121,2.19469e-05
10170,0.911765,0.0880501,0.000184772
3464,0.776593,0.223265,0.00014186
1535,0.820808,0.179078,0.000113784
1442,0.95377,0.0461788,5.12216e-05
7249,0.776593,0.223265,0.00014186
17510,0.277791,0.722205,4.47057e-06
418,0.992933,0.00705542,1.12101e-05
16274,0.911765,0.0880501,0.000184772
12497,0.820808,0.179078,0.000113784
17309,0.9359,0.0635806,0.000519883
3891,0.911765,0.0880501,0.000184772
8437,0.885046,0.114868,8.5945e-05
9950,0.90913,0.0908398,3.05522e-05
5316,0.947961,0.0519629,7.64466e-05
12979,0.733066,0.266775,0.000158793
14648,0.812533,0.187255,0.00021247
8194,0.820808,0.179078,0.000113784
10386,0.911765,0.0880501,0.000184772
12749,0.911765,0.0880501,0.000184772
16508,0.999879,0.000120234,3.15308e-07
16386,0.733066,0.266775,0.000158793
12933,0.812533,0.187255,0.00021247
2830,0.90913,0.0908398,3.05522e-05
11528,0.733066,0.266775,0.000158793
15904,0.733066,0.266775,0.000158793
16390,0.666843,0.333082,7.50228e-05
14036,0.800733,0.199118,0.000148982
17215,0.885046,0.114868,8.5945e-05
14404,0.733066,0.266775,0.000158793
12101,0.911765,0.0880501,0.000184772
10812,0.042201,0.957798,9.51595e-07
4374,0.733066,0.266775,0.000158793
9719,0.820808,0.179078,0.000113784
8520,0.911765,0.0880501,0.000184772
15621,0.787021,0.212859,0.000120658
7173,0.666843,0.333082,7.50228e-05
7544,0.911765,0.0880501,0.000184772
7253,0.80881,0.191107,8.32987e-05
16731,0.911765,0.0880501,0.000184772
17278,0.975492,0.0244893,1.90708e-05
16327,0.324259,0.647998,0.027743
15845,0.99986,0.000138281,2.12711e-06
6750,0.917723,0.0820988,0.000177922
7674,0.931171,0.0682883,0.00054068
17416,0.964365,0.0356049,2.98294e-05
9050,0.917723,0.0820988,0.000177922
8931,0.976199,0.0236858,0.000115086
13146,0.917723,0.0820988,0.000177922
11584,0.764753,0.234712,0.000535295
8322,0.733066,0.266775,0.000158793
16067,0.911765,0.0880501,0.000184772
11438,0.88839,0.111515,9.45452e-05
677,0.90913,0.0908398,3.05522e-05
7475,0.820808,0.179078,0.000113784
13400,0.652722,0.347139,0.000138991
10255,0.778811,0.221028,0.000160342
17987,0.81261,0.187273,0.000117749
13651,0.911765,0.0880501,0.000184772
8226,0.863682,0.136274,4.33896e-05
7643,0.776593,0.223265,0.00014186
10318,0.917723,0.0820988,0.000177922
12382,0.878483,0.121459,5.79998e-05
2912,0.97791,0.0219799,0.000110293
2254,0.911765,0.0880501,0.000184772
13110,0.931171,0.0682883,0.00054068
8355,0.911765,0.0880501,0.000184772
10753,0.997763,0.0022213,1.54701e-05
17974,0.917723,0.0820988,0.000177922
7588,0.791247,0.208633,0.000119496
3209,0.911765,0.0880501,0.000184772
16325,0.9952,0.0047968,2.91166e-06
12009,0.88839,0.111515,9.45452e-05
7141,0.820808,0.179078,0.000113784
7584,0.812533,0.187255,0.00021247
171,0.983927,0.0160164,5.61211e-05
14412,0.680344,0.319519,0.000137476
16111,0.983927,0.0160164,5.61211e-05
17959,0.989757,0.0102029,3.97236e-05
401,0.289784,0.710156,5.92693e-05
16571,0.820808,0.179078,0.000113784
3294,0.820808,0.179078,0.000113784
16220,0.917723,0.0820988,0.000177922
2404,0.733066,0.266775,0.000158793
11002,0.383315,0.60663,0.0100549
372,0.917723,0.0820988,0.000177922
15477,0.911765,0.0880501,0.000184772
41,0.589042,0.410714,0.00024447
8671,0.733066,0.266775,0.000158793
8129,0.817171,0.182537,0.000292525
14683,0.863682,0.136274,4.33896e-05
9873,0.99619,0.00380485,5.417e-06
13577,0.992812,0.00718557,2.74577e-06
16132,0.733066,0.266775,0.000158793
10100,0.88839,0.111515,9.45452e-05
5629,0.820808,0.179078,0.000113784
16618,0.409741,0.590231,2.85009e-05
16876,0.911765,0.0880501,0.000184772
16036,0.999326,0.000666288,7.26297e-06
9322,0.911765,0.0880501,0.000184772
8549,0.695342,0.304382,0.000276227
18132,0.992523,0.00746827,8.41629e-06
13487,0.060764,0.939202,3.43419e-05
6904,0.911765,0.0880501,0.000184772
2799,0.820808,0.179078,0.000113784
9694,0.917723,0.0820988,0.000177922
4417,0.820808,0.179078,0.000113784
1494,0.911765,0.0880501,0.000184772
13929,0.755416,0.244558,2.61549e-05
6530,0.777492,0.222388,0.000119896
2483,0.820808,0.179078,0.000113784
3301,0.81261,0.187273,0.000117749
11323,0.812605,0.187272,0.000123858
1237,0.848441,0.151456,0.000102882
1747,0.917723,0.0820988,0.000177922
2655,0.820808,0.179078,0.000113784
16310,0.820808,0.179078,0.000113784
4173,0.994002,0.00597217,2.63044e-05
17613,0.991641,0.00830342,5.52294e-05
18062,0.695342,0.304382,0.000276227
4109,0.733066,0.266775,0.000158793
15881,0.885046,0.114868,8.5945e-05
17020,0.733066,0.266775,0.000158793
7642,0.332745,0.667195,5.9531e-05
9464,0.88839,0.111515,9.45452e-05
22,0.997534,0.00246578,6.98307e-07
16394,0.90913,0.0908398,3.05522e-05
12854,0.994756,0.00513486,0.000109533
5073,0.776593,0.223265,0.00014186
2069,0.289784,0.710156,5.92693e-05
8545,0.983927,0.0160164,5.61211e-05
10775,0.754708,0.244328,0.000963654
9744,0.778811,0.221028,0.000160342
17138,0.917723,0.0820988,0.000177922
16619,0.836315,0.163611,7.34667e-05
195,0.90913,0.0908398,3.05522e-05
10258,0.820808,0.179078,0.000113784
4347,0.685912,0.313589,0.000498752
17587,0.930259,0.0696242,0.000116719
3019,0.872678,0.127298,2.42839e-05
18552,0.885046,0.114868,8.5945e-05
13223,0.768562,0.231301,0.000136527
7856,0.99916,0.00083772,2.2399e-06
9830,0.733066,0.266775,0.000158793
10965,0.983927,0.0160164,5.61211e-05
4677,0.913252,0.086571,0.000177056
12176,0.682534,0.317324,0.000142042
15210,0.647118,0.352751,0.000131211
3764,0.992512,0.00747503,1.26077e-05
16846,0.820808,0.179078,0.000113784
771,0.489021,0.510907,7.14698e-05
13019,0.917723,0.0820988,0.000177922
252,0.820808,0.179078,0.000113784
11064,0.94208,0.0578585,6.12271e-05
18221,0.88839,0.111515,9.45452e-05
11502,0.90913,0.0908398,3.05522e-05
14392,0.969192,0.0304027,0.00040482
9541,0.97791,0.0219799,0.000110293
3206,0.289784,0.710156,5.92693e-05
1994,0.817171,0.182537,0.000292525
17294,0.647118,0.352751,0.000131211
344,0.998127,0.00150351,0.000369274
15404,0.999735,0.000264096,1.00518e-06
521,0.954727,0.0439938,0.00127881
876,0.885046,0.114868,8.5945e-05
7671,0.733072,0.266777,0.000150961
3351,0.733066,0.266775,0.000158793
11771,0.989233,0.0107619,5.12192e-06
1511,0.812533,0.187255,0.00021247
9265,0.98859,0.0113858,2.39707e-05
7982,0.989757,0.0102029,3.97236e-05
14175,0.181418,0.815877,0.00270561
10039,0.911765,0.0880501,0.000184772
14091,0.820808,0.179078,0.000113784
16518,0.812605,0.187272,0.000123858
10022,0.289784,0.710156,5.92693e-05
11564,0.976199,0.0236858,0.000115086
7125,0.995541,0.00444949,9.26662e-06
13985,0.733066,0.266775,0.000158793
16442,0.998437,0.00156292,4.91806e-07
8894,0.998398,0.0016001,1.50485e-06
12070,0.820808,0.179078,0.000113784
5222,0.983927,0.0160164,5.61211e-05
5035,0.911765,0.0880501,0.000184772
11720,0.959314,0.0406264,5.98508e-05
2902,0.776593,0.223265,0.00014186
16663,0.680344,0.319519,0.000137476
5322,0.820808,0.179078,0.000113784
18013,0.917723,0.0820988,0.000177922
7204,0.994431,0.00556727,1.84386e-06
5241,0.917723,0.0820988,0.000177922
10289,0.917723,0.0820988,0.000177922
2841,0.791247,0.208633,0.000119496
799,0.983927,0.0160164,5.61211e-05
1913,0.97791,0.0219799,0.000110293
4910,0.911765,0.0880501,0.000184772
451,0.335204,0.664505,0.00029056
10840,0.776593,0.223265,0.00014186
15308,0.00334022,0.996659,8.68313e-07
10669,0.471046,0.528544,0.00041004
9628,0.990672,0.00932632,1.71407e-06
1010,0.990472,0.0095236,4.36757e-06
11501,0.917723,0.0820988,0.000177922
12727,0.81261,0.187273,0.000117749
13407,0.829184,0.170549,0.000266813
11481,0.733072,0.266777,0.000150961
7183,0.917723,0.0820988,0.000177922
1066,0.99958,0.000419538,4.65842e-07
4010,0.476512,0.521042,0.00244592
13436,0.820808,0.179078,0.000113784
13848,0.733066,0.266775,0.000158793
15025,0.820808,0.179078,0.000113784
3313,0.755416,0.244558,2.61549e-05
13580,0.812605,0.187272,0.000123858
14183,0.90913,0.0908398,3.05522e-05
11433,0.764732,0.234705,0.000563055
9442,0.622985,0.376922,9.28489e-05
15,0.733066,0.266775,0.000158793
10817,0.999381,0.00061382,5.48935e-06
330,0.969652,0.0302419,0.000105967
17999,0.999885,0.0001137,1.42137e-06
6883,0.97791,0.0219799,0.000110293
7946,0.565347,0.434632,2.12476e-05
2122,0.733066,0.266775,0.000158793
16053,0.777379,0.222509,0.000112644
889,0.7117,0.180701,0.107599
3521,0.90913,0.0908398,3.05522e-05
18229,0.917723,0.0820988,0.000177922
11922,0.990808,0.00919027,1.62665e-06
2870,0.992442,0.00755363,4.3406e-06
4093,0.812533,0.187255,0.00021247
283,0.923893,0.076081,2.57091e-05
10344,0.990298,0.00966426,3.80234e-05
531,0.251642,0.747428,0.000930234
2710,0.733066,0.266775,0.000158793
8826,0.226054,0.773932,1.41479e-05
10484,0.733066,0.266775,0.000158793
12881,0.917723,0.0820988,0.000177922
5013,0.042201,0.957798,9.51595e-07
1189,0.820808,0.179078,0.000113784
7899,0.98027,0.0196504,7.94418e-05
12413,0.88839,0.111515,9.45452e-05
11046,0.848441,0.151456,0.000102882
5834,0.917723,0.0820988,0.000177922
14782,0.931255,0.0686806,6.42701e-05
9994,0.565347,0.434632,2.12476e-05
147,0.911765,0.0880501,0.000184772
2152,0.116977,0.882342,0.000680985
3478,0.784141,0.215615,0.000244649
8873,0.976199,0.0236858,0.000115086
5577,0.911765,0.0880501,0.000184772
12729,0.917723,0.0820988,0.000177922
11488,0.90913,0.0908398,3.05522e-05
17901,0.842177,0.157654,0.000169345
650,0.820808,0.179078,0.000113784
3127,0.997996,0.00200323,4.91708e-07
3761,0.820808,0.179078,0.000113784
16587,0.911765,0.0880501,0.000184772
11773,0.755416,0.244558,2.61549e-05
11000,0.90913,0.0908398,3.05522e-05
10785,0.820808,0.179078,0.000113784
2280,0.257186,0.742772,4.23914e-05
13306,0.88839,0.111515,9.45452e-05
14185,0.993411,0.00657195,1.74073e-05
18326,0.820808,0.179078,0.000113784
2544,0.999585,0.000414725,4.32117e-07
6979,0.90913,0.0908398,3.05522e-05
50,0.723201,0.276792,6.66776e-06
11525,0.765721,0.233971,0.000308017
13479,0.917723,0.0820988,0.000177922
8865,0.820808,0.179078,0.000113784
14822,0.820808,0.179078,0.000113784
9763,0.812605,0.187272,0.000123858
2129,0.733066,0.266775,0.000158793
13332,0.484833,0.515144,2.2998e-05
7082,0.998823,0.00116983,7.15121e-06
7783,0.947961,0.0519629,7.64466e-05
7202,0.812605,0.187272,0.000123858
18223,0.820808,0.179078,0.000113784
6631,0.776593,0.223265,0.00014186
14666,0.99989,0.000107273,2.43715e-06
4432,0.920639,0.0793152,4.54283e-05
6566,0.289784,0.710156,5.92693e-05
11828,0.917723,0.0820988,0.000177922
3485,0.776593,0.223265,0.00014186
17499,0.821419,0.178268,0.000313325
5855,0.647118,0.352751,0.000131211
15165,0.995055,0.00488419,6.08805e-05
4574,0.917723,0.0820988,0.000177922
9316,0.776593,0.223265,0.00014186
17011,0.812605,0.187272,0.000123858
12002,0.848441,0.151456,0.000102882
17674,0.88839,0.111515,9.45452e-05
232,0.733066,0.266775,0.000158793
5584,0.983927,0.0160164,5.61211e-05
18310,0.733072,0.266777,0.000150961
5677,0.917723,0.0820988,0.000177922
18145,0.148916,0.849909,0.00117533
3086,0.983927,0.0160164,5.61211e-05
15184,0.997016,0.00276277,0.000221223
16348,0.618837,0.381062,0.000100734
17675,0.993251,0.006747,2.36043e-06
3074,0.733066,0.266775,0.000158793
3355,0.820808,0.179078,0.000113784
9764,0.990791,0.00919074,1.78284e-05
4951,0.817171,0.182537,0.000292525
11942,0.980558,0.0193668,7.54019e-05
3983,0.776593,0.223265,0.00014186
3344,0.820808,0.179078,0.000113784
8511,0.911765,0.0880501,0.000184772
14693,0.90913,0.0908398,3.05522e-05
16480,0.911765,0.0880501,0.000184772
13782,0.90913,0.0908398,3.05522e-05
4869,0.98027,0.0196504,7.94418e-05
1459,0.88839,0.111515,9.45452e-05
10674,0.812533,0.187255,0.00021247
16104,0.999777,0.000219395,3.50721e-06
16927,0.476512,0.521042,0.00244592
11812,0.917723,0.0820988,0.000177922
12488,0.647118,0.352751,0.000131211
6612,0.733066,0.266775,0.000158793
10000,0.910242,0.0808294,0.00892837
10605,0.986222,0.0137763,1.88966e-06
18523,0.98027,0.0196504,7.94418e-05
11708,0.820808,0.179078,0.000113784
12948,0.764555,0.23533,0.000115465
7825,0.81261,0.187273,0.000117749
14772,0.969652,0.0302419,0.000105967
15734,0.90913,0.0908398,3.05522e-05
17023,0.9612,0.0387935,6.18936e-06
15114,0.985562,0.0144356,2.29951e-06
4467,0.817171,0.182537,0.000292525
16520,0.820808,0.179078,0.000113784
17367,0.983927,0.0160164,5.61211e-05
4580,0.289784,0.710156,5.92693e-05
6154,0.863682,0.136274,4.33896e-05
1088,0.976199,0.0236858,0.000115086
15595,0.911765,0.0880501,0.000184772
10063,0.959314,0.0406264,5.98508e-05
7395,0.90913,0.0908398,3.05522e-05
2509,0.776593,0.223265,0.00014186
15619,0.971666,0.0281109,0.000223615
10987,0.125982,0.874015,2.84079e-06
4564,0.817171,0.182537,0.000292525
17483,0.925181,0.0745567,0.00026201
16410,0.911765,0.0880501,0.000184772
14723,0.776593,0.223265,0.00014186
1036,0.973725,0.0262265,4.83132e-05
4405,0.997741,0.00223237,2.63272e-05
7491,0.95701,0.0429223,6.7509e-05
14451,0.947961,0.0519629,7.64466e-05
18335,0.917723,0.0820988,0.000177922
15069,0.917723,0.0820988,0.000177922
2328,0.733072,0.266777,0.000150961
17635,0.917723,0.0820988,0.000177922
16784,0.733066,0.266775,0.000158793
230,0.778811,0.221028,0.000160342
8896,0.565347,0.434632,2.12476e-05
14835,0.363357,0.636621,2.23961e-05
9983,0.994513,0.00547376,1.31527e-05
12133,0.917723,0.0820988,0.000177922
10893,0.99757,0.00242957,6.29939e-07
10904,0.90913,0.0908398,3.05522e-05
3087,0.820808,0.179078,0.000113784
1254,0.997266,0.00243079,0.000303258
3402,0.976199,0.0236858,0.000115086
16362,0.917723,0.0820988,0.000177922
14681,0.8621,0.137892,7.98492e-06
16420,0.820808,0.179078,0.000113784
1559,0.506944,0.492933,0.00012336
8700,0.733066,0.266775,0.000158793
15452,0.90913,0.0908398,3.05522e-05
13565,0.990808,0.00919027,1.54641e-06
628,0.911765,0.0880501,0.000184772
5344,0.911765,0.0880501,0.000184772
15163,0.145853,0.854139,7.509e-06
10766,0.917723,0.0820988,0.000177922
16380,0.917723,0.0820988,0.000177922
7770,0.791247,0.208633,0.000119496
5412,0.90913,0.0908398,3.05522e-05
12885,0.90913,0.0908398,3.05522e-05
11332,0.998778,0.00121909,3.38407e-06
17718,0.820808,0.179078,0.000113784
2780,0.989757,0.0102029,3.97236e-05
7411,0.733066,0.266775,0.000158793
4038,0.90913,0.0908398,3.05522e-05
219,0.911765,0.0880501,0.000184772
382,0.733066,0.266775,0.000158793
